Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
wp.3381811460.workers.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
instagram-e-mail-confirmation.com,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
luizafacilacessoaqui.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
sprechls.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
erkemuhendislik.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
onlineveiwrthgvcvxdfghjk.rjjagg.workers.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
direct.lc.chat,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,1
fb-business-profile-12664871.pages.dev,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1
qrco.de,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
apptuts.bio,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,1
pub-af3b5370ca0f44f28fb574dd4fc4a880.r2.dev,0,0,1,1,0,0,0,1,0,1,0,-1,-1,-1,-1,1
hsdfbh.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
zip.pe,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
att-payment.pory.app,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1
activate-xfinitymobile-secure.pages.dev,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
postsmart.top,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
japantravely.weebly.com,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
atreuod.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
mjaffee.myportfolio.com,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1
lihi1.com,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1
tinyurl.com,0,1,0,1,0,0,1,0,0,22,0,0,0,0,0,1
quivso.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
helpid9485712389581237.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,6,0,0,0,0,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
trk.affapp.io,0,0,1,1,1,0,0,0,0,4,0,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
att-currently.comm-tt.workers.dev,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
violation-policy-meta-ticket-id9968528.vercel.app,0,0,1,0,0,0,0,1,0,1,1,-1,-1,-1,-1,1
giran365.pages.dev,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
ipfs.best-practice.se,0,0,1,2,0,0,0,1,0,14,0,0,0,0,0,1
pub-f32b04b484124094ae6fc5f8aa70ab58.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
43.128.92.128,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,1
pub-43a07e0c3a4644d9a56fcd8bab895680.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
t.co,0,0,0,1,0,0,1,0,0,14,0,-1,-1,-1,-1,1
s.id,0,0,0,1,0,0,0,0,0,10,0,-1,-1,-1,-1,1
43.128.92.128,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,1
pub-cf62a492046f491aaa1a4e2410651d0c.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
l.wl.co,0,0,1,1,1,0,0,0,0,14,0,0,0,0,0,1
fbsnjerpso.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
docs.google.com,0,0,1,4,0,0,0,0,0,26,0,1,0,0,0,1
r38a03.webwave.dev,0,0,0,0,0,0,0,0,0,5,0,-1,-1,-1,-1,1
nowaja1486.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
sites.google.com,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
pub-99eed73366de4872bbe331bbbfb758cf.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
pub-db818bdc89034d7882181dd3adb30dce.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
is.gd,0,0,0,1,0,0,1,0,0,16,0,-1,-1,-1,-1,1
metameaske.webflow.io,0,0,0,0,0,0,0,0,0,11,0,-1,-1,-1,-1,1
loginaccount18.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
htmrsdre.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
ck47382.tw1.ru,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
webmailito.is-gone.com,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,1
sparkasse-reaktivierung55.xyz,0,0,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,1
docs.google.com,0,0,1,4,0,0,0,0,0,26,0,1,0,0,0,1
climavents.com,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1
hello-world-jolly-recipe-f01c.potijo9433.workers.dev,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
matamaskio.weebly.com,0,0,0,0,0,0,0,0,0,18,0,-1,-1,-1,-1,1
ionosphere-grass-8fb1.c1ou-do-storage8785.workers.dev,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
docs.google.com,0,0,1,3,0,0,0,0,0,26,0,1,0,0,0,1
ug5qxs8n4.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
uudcqnh.cn,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1
swiftmultinoderesolve.pages.dev,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
att-109076.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
vps53832.publiccloud.com.br,0,0,1,1,0,0,0,0,0,13,0,-1,-1,-1,-1,1
huxqkait.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
tt-100882.square.site,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1
pub-0cfe3415fa8c4bf1a3062aea01c52f88.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
iftucs.hnuplsn.workers.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
liefer-pakete.com,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
nadeemiqbal.com,0,0,0,1,0,0,0,0,0,1,0,-1,-1,-1,-1,1
pern-my.sharepoint.com,0,0,1,5,0,0,1,1,0,25,0,-1,-1,-1,-1,1
forms.gle,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1
meta-msskwallet.webflow.io,0,0,0,0,0,0,0,1,0,11,0,-1,-1,-1,-1,1
bt-cmp.link.cam,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
telstra-101340.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
pub-5a4896eec2484ed08c180942cd07d0e1.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
korzo.ir,0,0,0,4,0,0,0,0,0,1,1,-1,-1,-1,-1,1
yjhsm.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
t.co,0,0,0,1,0,0,1,0,0,14,0,-1,-1,-1,-1,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,6,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,6,0,0,0,0,0,1
okxyjqz3.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
sites.google.com,0,0,0,2,0,0,0,0,0,26,0,0,0,0,1,1
dupageassets.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
pub-8cefbf75716b48bc8e89ccf08ed78ccc.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
bafybeicdcq3u5msx7szb5jqg25ollai7x2pcominabwmdf5vcxvqxkh534.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1
duorders.holidup.com,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
buttercupmarket-shop.pages.dev,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
pub-d27463c25a494efeba2de859778d9bbe.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
ww1.banrural.com,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,1
indeconnec.pages.dev,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
wassmerwood.com,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1
appsrackksppace.weebly.com,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
qzcjf.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
telstra-103708.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
anasathalassas.gr,0,0,1,6,0,0,0,0,0,1,1,0,0,0,1,1
etracking-cttpt.com,0,0,0,0,0,0,1,1,0,0,0,-1,-1,-1,-1,1
mari-etta98.systeme.io,0,0,0,2,0,0,0,1,0,9,0,0,0,0,0,1
pub-8f636a7478da4c87951f6072a7a6f29f.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
vtfeu.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
pub-200e4f2bad7546ae9bd0d1e062a73f0f.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
smanbvhgdyr352.wpenginepowered.com,0,0,1,4,0,0,0,0,1,1,1,-1,-1,-1,-1,1
bugouzhu.com,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
securesunflowerbank.weebly.com,0,0,0,0,0,0,0,0,0,18,0,-1,-1,-1,-1,1
phanteokwalett.gitbook.io,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
logiinhomebt.weebly.com,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
docs.google.com,0,0,1,3,0,0,0,0,0,26,0,1,0,0,0,1
pub-360416ded0a94c71b2efa94a15f818cf.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,1
pub-bd03215736f740e498d2f6d27a048e87.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
webmailfree3.ukit.me,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
defi-encrypt.pages.dev,0,0,0,0,0,0,0,1,0,1,1,-1,-1,-1,-1,1
docs.google.com,0,0,1,4,0,0,0,0,0,26,0,1,0,0,0,1
microsoft-100449.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
t.co,0,0,0,1,0,0,1,0,0,14,0,-1,-1,-1,-1,1
bit.ly,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,1
zgwe3avu.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
daosystemapps.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
web-lnicio-rural.biz.site,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1
moneylionsweeptakes5.godaddysites.com,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1
fnespostle.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
sky-109106.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
app---metamsak----help.webflow.io,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
allegro21062024order.com:10000,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
y7pea0aoy.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
agqzatana.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
tk1gr2.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
telegram.qqtax.cn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
filesusr.com,0,0,1,2,0,0,0,0,0,6,0,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
pub-e7150f421399410980265a018ca6075e.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
sign-in-att-108204.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
pub-51be7f1d83564bf18c7b091b4258b53b.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
postdgce.buzz,0,0,0,1,0,0,0,0,0,1,1,-1,-1,-1,-1,1
theceremonyofalltime2.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
sunrise-7ab0de.webflow.io,0,0,0,0,0,0,0,1,0,11,0,-1,-1,-1,-1,1
tenagcarrefs.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
btinternet-109940.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,-1,-1,-1,-1,1
dropbox.com,0,0,1,5,0,0,1,0,0,29,0,0,0,0,0,1
rb.gy,0,0,0,1,0,0,0,0,0,1,1,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
sign006.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
redirectterz3.s3.amazonaws.com,0,0,0,1,0,0,0,0,0,18,0,1,0,0,0,1
kodera.jp,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,1
time-slot-revise.com,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
gvp.vtl.mybluehost.me,0,0,0,2,0,0,0,0,0,7,0,-1,-1,-1,-1,1
home-109321.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
nexoinmobiliario.pe,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1
mercymercy356434.wixstudio.io,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
cfrpgen2015.weebly.com,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
talktalksky.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
wleoirfjfndbfgd.weebly.com,0,0,0,0,0,0,0,0,0,18,0,-1,-1,-1,-1,1
infogram.com,0,0,1,1,0,0,0,0,0,28,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
telstraplus.weebly.com,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
ri53rd.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
h0me-103748.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
docs.google.com,0,0,1,3,0,0,0,0,0,26,0,1,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
gateway.lighthouse.storage,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,1
keeen22.com,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1
mail.apexintl.co,0,0,0,0,0,0,0,0,0,4,0,-1,-1,-1,-1,1
tinyurl.com,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,1
pub-e7a793d523904f58860a8e73b4e9129c.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
mtsace.ukit.me,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
analytics-dapp.pages.dev,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
onedocx-review.myportfolio.com,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,1
formdesigner.pro,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1
ylkjmhvgtg2.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
siwkk-a37dc.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
ditew3.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
pub-e7b220c9c5ef4acf916dc423b88db9ce.r2.dev,0,0,1,2,0,0,0,1,0,1,0,-1,-1,-1,-1,1
tinyurl.com,0,0,0,1,0,0,1,0,0,22,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,6,0,0,0,0,0,1
988584i0298392.hyperphp.com,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,0,37,0,0,0,0,0,1
comsync.lijit.com,0,0,1,3,0,0,1,0,0,17,0,0,0,0,0,1
private-7e76.files-docs.workers.dev,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
bafybeifj7hbmwwe3krptinhbsnhqejngtstrcs2eiw7pdu3vhnnql4yt4y.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1
taplink.cc,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1
ipfs.io,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,1
docs.google.com,0,0,1,4,0,0,0,0,0,26,0,1,0,0,0,1
exedlus-dovvnload.top,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
juno-100539.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
cf-ipfs.com,0,0,1,2,0,0,0,1,0,5,0,0,0,0,0,1
uspzllyb.top,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
uphhold3-lgins.godaddysites.com,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
hotpromotioni-phone5s.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,6,0,0,0,0,0,1
support-help-treazor.gitbook.io,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,1
myuicombain.website,0,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,1
steplaunch.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
pub-75a5f4aa70c34156a65ab11f6988b245.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
gateway.ipfs.io,0,0,1,2,0,0,0,0,0,10,0,-1,-1,-1,-1,1
ipfs.eth.aragon.network,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,1
worker-blue-sea-ea76.d831920d2024835a5639fc57.workers.dev,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
bolsamedicalgroup.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
dappfixnow.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
sites.google.com,0,0,1,3,0,0,0,0,0,26,0,0,0,0,0,1
verification-id.162-240-152-196.cprapid.com,0,0,0,0,0,0,0,1,0,5,0,-1,-1,-1,-1,1
eqd.qhd.mybluehost.me,0,0,0,2,0,0,0,0,0,7,0,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
vi97r8bti.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
consentirestrizioni-web.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
worker-cc18.vimog32831.workers.dev,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
controle-deestoque.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
utqas.com,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1
nounouri.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
mochicatcollection.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
en-alldappfix.pages.dev,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
cf-ipfs.com,0,0,1,2,0,0,0,1,0,5,0,0,0,0,0,1
mbnsv.sbs,0,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,1
sites.google.com,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,1
kjf.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
pancakeswaps-nfts3.vercel.app,0,0,0,0,0,0,0,1,0,1,1,-1,-1,-1,-1,1
0a4telj.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
pub-0e6370c7281d4390922bee8ab9b8b98d.r2.dev,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
bafybeiacgw4y6ud5lzytih3itvkc2olsjoujv35fnhz4muhkva2i6vqmea.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1
seguroltau.atsnx.com,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1
track.chanret.com,0,0,1,1,0,0,1,0,0,15,0,0,0,0,0,1
autohrach.cz,0,0,1,4,0,0,0,0,0,7,0,0,0,0,0,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
bafkreifthophxn3rfo646kzcylodadmnnhyg3h2t2wzrqi7mqnuc3str2m.ipfs.nftstorage.link,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
docs.google.com,0,0,1,3,0,0,0,0,0,26,0,1,0,0,0,1
myportalccis.ukit.me,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
chonburiall.com,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,1
messagerievocale194.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
green-btc.pages.dev,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1
analyticscenterbeta.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
rususia.weebly.com,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1
ipfs.io,0,0,1,2,0,0,0,0,0,10,0,-1,-1,-1,-1,1
netlifywebdeaktualisieren.square.site,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
checkpointaccount.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
ferragens-bit.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
mgftpz.shop,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1
online.forms.app,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,1
wpadmin.pages.dev,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
pineapple-fancy-menu.glitch.me,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
webmail.sfr-inc.com,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,1
43.156.75.220,0,0,1,3,1,0,0,0,0,1,1,-1,-1,-1,-1,1
sekof-55b59.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
klik.vip,0,0,0,1,0,0,0,0,0,3,0,-1,-1,-1,-1,1
auuth--mtamsk-login.gitbook.io,0,0,0,1,0,0,0,1,0,10,0,-1,-1,-1,-1,1
ipfs.io,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,1
bafybeiah4qyt62t75dylproagds54juvanjph5o5xfvcna43zopag5h6hi.ipfs.nftstorage.link,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
aqpouloqik766.wpenginepowered.com,0,0,1,4,0,0,0,0,1,1,1,-1,-1,-1,-1,1
insigniaeventimefr.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
eda768fe-be6d-4ba6-b117-8eed590b9cca-00-noplzorrsdt4.janeway.replit.dev,0,0,1,0,0,0,0,1,0,3,0,-1,-1,-1,-1,1
43.156.0.130,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
limonoyun.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
teams.live.com,0,0,0,3,0,0,0,0,0,29,0,0,0,0,0,1
posttracksecure.top,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1
propertyinaustralia.github.io,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1
combmona.web.app,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
bafybeibff26rf5xpglg24aqb4ihdqfzm3k442lujmbclauf73dgsgwkjpy.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
sites.google.com,0,0,0,2,0,0,0,0,0,26,0,0,0,0,1,1
home-107109.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
cloudflare-ipfs.com,0,0,1,2,0,0,0,1,0,6,0,0,0,0,0,1
bionicsolutionsllc.com,0,0,1,4,0,0,0,0,0,12,0,-1,-1,-1,-1,1
docs.google.com,0,0,1,5,0,0,0,0,0,26,0,0,0,0,0,1
postconst.top,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1
vkontakte.ru,0,0,1,1,1,0,0,0,0,17,0,0,0,0,0,1
lodgevinasdelsol.com,0,0,0,1,0,0,0,0,0,5,0,-1,-1,-1,-1,1
telstra-106877.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
peteri.sk,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1
bjqqwh.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pmwoc7.webwave.dev,0,0,0,0,0,0,0,0,0,5,0,-1,-1,-1,-1,1
complaint.com-extranets-admin.com,0,0,1,1,0,0,1,1,0,0,1,-1,-1,-1,-1,1
hello-world-yellow-star-1c35.yivogay643.workers.dev,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
att-yahoo-mail-100646.weeblysite.com,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1
bafybeiaoybcrfgs43tpuoeaiw3cf5zb5xi6cyedci2hg5bu24wk7xpq3kq.ipfs.cf-ipfs.com,0,0,1,0,0,0,0,1,0,5,0,-1,-1,-1,-1,1
